TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,BonusPoints,PaymentType
44,5/4/2025,1178,2016,404,0,0,397,Debit
45,5/4/2025,1003,2073,403,3,1498.29,833,Credit
46,5/4/2025,1122,2056,403,1,944.5,855,Check
47,5/4/2025,1013,2032,404,0,2836.8,568,Debit
48,5/4/2025,1016,2051,404,0,117.32,837,Debit
49,5/4/2025,1147,2080,401,1,0,431,Check
50,5/4/2025,1038,2072,403,0,840.6,495,Debit
51,5/4/2025,1063,2015,404,1,1214.95,973,Credit
52,5/4/2025,1198,2066,404,3,516.06,166,Credit
53,5/4/2025,1113,2038,404,2,2223.62,822,Cash
54,5/4/2025,1145,2079,401,0,1901.08,585,Cash
55,5/4/2025,1195,2026,402,2,507.74,330,Cash
56,5/4/2025,1169,2010,402,1,140.11,711,Credit
57,5/4/2025,1044,2070,401,1,0,192,Debit
58,5/4/2025,1000,2052,404,3,2193.78,390,Credit
59,5/4/2025,1074,2004,402,2,741.8,780,Check
60,5/4/2025,1180,2036,404,0,217.98,543,Credit
61,5/4/2025,1175,2029,403,1,36.48,571,Check
62,5/4/2025,1108,2014,402,1,221.67,686,Cash
63,5/4/2025,1068,2018,401,0,2169.04,581,Check
64,5/4/2025,1042,2039,403,3,2929.32,528,Debit
65,5/4/2025,1031,2059,403,3,0,820,Check
66,5/4/2025,1069,2064,404,3,1470.2,490,Credit
67,5/4/2025,1020,2076,401,3,4836.42,792,Check
68,5/4/2025,1188,2041,403,0,1608.42,726,Credit
69,5/4/2025,1023,2029,401,2,0,968,Credit
70,5/4/2025,1147,2005,402,3,0,146,Check
71,5/4/2025,1132,2083,404,2,614.53,500,Debit
72,5/4/2025,1046,2074,404,3,659.5,654,Credit
73,5/4/2025,1023,2060,403,3,1225.14,199,Check
74,5/4/2025,1085,2041,401,1,1447.58,820,Check
75,5/4/2025,1084,2052,404,2,2925.04,996,Debit
76,5/4/2025,1169,2051,401,3,117.32,458,Check
77,5/4/2025,1022,2040,403,2,55.26,633,Check
78,5/4/2025,1029,2098,404,0,3631.44,221,Credit
79,5/4/2025,1168,2069,404,3,232.39,123,Credit
80,5/4/2025,1013,2024,403,3,372.81,987,Cash
81,5/4/2025,1160,2056,401,1,472.25,205,Check
82,5/4/2025,1068,2070,402,2,109.38,651,Debit
83,5/4/2025,1112,2089,404,0,2067.6,37,Credit
84,5/4/2025,1007,2080,402,1,1498.07,630,Cash
85,5/4/2025,1079,2070,401,3,34.18,1,Debit
86,5/4/2025,1023,2028,401,3,2551.76,996,Cash
87,5/4/2025,1030,2082,402,3,799.8,183,Credit
88,5/4/2025,1183,2037,403,3,2160.84,697,Cash
89,5/4/2025,1123,2060,402,3,2450.28,400,Debit
90,5/4/2025,1141,2018,404,1,2440.17,756,Check
91,5/4/2025,1153,2065,402,0,470.34,705,Debit
92,5/4/2025,1070,2098,404,2,0,741,Cash
93,5/4/2025,1129,2034,401,2,108.94,208,Debit
94,5/4/2025,1185,2038,404,1,1667.72,197,Credit
95,5/4/2025,1114,2068,404,2,656.19,478,Cash
96,5/4/2025,1085,2070,404,3,0,998,Check
97,5/4/2025,1082,2024,402,3,372.81,617,Credit
98,5/4/2025,1059,2099,404,0,1292.64,667,Check
99,5/4/2025,1081,2095,404,3,490.79,127,Credit
100,5/4/2025,1098,2084,402,3,0,651,Check
101,5/4/2025,1009,2016,403,0,969.06,954,Cash
102,5/4/2025,1112,2012,404,0,1869.57,127,Cash
103,5/4/2025,1184,2018,404,1,488.03,952,Cash
104,5/4/2025,1019,2060,403,2,0,302,Check
105,5/4/2025,1159,2088,404,0,0,341,Cash
106,5/4/2025,1084,2086,404,2,2861.12,645,Debit
107,5/4/2025,1160,2091,404,0,905.79,596,Cash
108,5/4/2025,1158,2008,402,2,159.82,693,Check
109,5/4/2025,1058,2095,401,3,2453.95,530,Cash
110,5/4/2025,1025,2097,401,3,842.1,780,Debit
111,5/4/2025,1042,2088,403,0,709.35,894,Debit
112,5/4/2025,1011,2041,401,2,0,905,Debit
113,5/4/2025,1091,2047,404,1,0,295,Cash
114,5/4/2025,1062,2067,404,1,0,757,Check
115,5/4/2025,1043,2022,401,3,2684.72,277,Debit
116,5/4/2025,1158,2087,402,3,477.96,22,Debit
117,5/4/2025,1149,2018,402,3,1626.78,411,Check
118,5/4/2025,1163,2032,404,2,756.48,277,Credit
119,5/4/2025,1170,2001,404,2,659.76,847,Check
120,5/4/2025,1173,2069,402,0,464.78,991,Credit
121,5/4/2025,1113,2044,403,3,0,257,Credit
122,5/4/2025,1176,2032,404,2,756.48,60,Check
123,5/4/2025,1050,2049,404,0,2819.52,57,Credit
124,5/4/2025,1060,2048,403,2,1144.42,880,Check
125,5/4/2025,1179,2037,401,3,1440.56,457,Cash
126,5/4/2025,1070,2001,401,3,0,637,Credit
127,5/4/2025,1073,2099,402,2,0,281,Credit
128,5/4/2025,1056,2081,402,2,0,37,Check
129,5/4/2025,1173,2096,402,0,672.18,503,Check
130,5/4/2025,1160,2082,401,2,426.56,394,Credit
131,5/4/2025,1112,2004,403,1,1669.05,785,Debit
132,5/4/2025,1023,2037,403,3,2160.84,757,Debit
133,5/4/2025,1044,2025,402,2,223.7,161,Check
134,5/4/2025,1135,2064,403,1,793.91,100,Debit
135,5/4/2025,1065,2061,403,2,639.74,895,Credit
136,5/4/2025,1029,2059,401,1,921.69,986,Check
137,5/4/2025,1193,2028,404,2,1531.06,147,Cash
138,5/4/2025,1023,2050,401,2,298.85,59,Debit
139,5/4/2025,1137,2015,404,2,539.98,19,Cash
140,5/4/2025,1172,2095,403,3,2453.95,567,Cash
141,5/4/2025,1163,2047,401,1,301.48,392,Credit
142,5/4/2025,1120,2003,403,1,1039.99,951,Cash
143,5/4/2025,1165,2008,404,2,53.27,169,Debit
144,5/4/2025,1166,2052,401,1,658.13,634,Cash
145,5/4/2025,1011,2004,403,3,3709,463,Debit
146,5/4/2025,1029,2012,402,1,0,864,Credit
147,5/4/2025,1099,2058,403,3,666.75,194,Check
148,5/4/2025,1150,2095,402,3,490.79,650,Check
149,5/4/2025,1167,2012,404,3,0,420,Debit
150,5/4/2025,1071,2004,403,1,834.52,583,Cash
151,5/4/2025,1113,2056,402,2,839.55,186,Cash
152,5/4/2025,1025,2087,403,2,0,520,Cash
153,5/4/2025,1015,2050,403,1,504.31,148,Check
154,5/4/2025,1031,2058,401,1,2400.3,145,Cash
155,5/4/2025,1164,2081,401,0,2984.88,482,Credit
156,5/4/2025,1085,2031,402,1,508.77,26,Debit
157,5/4/2025,1017,2097,402,1,757.89,347,Credit
158,5/4/2025,1059,2042,402,0,0,234,Cash
159,5/4/2025,1070,2018,402,2,0,877,Cash
160,5/4/2025,1044,2014,401,1,886.68,441,Debit
161,5/4/2025,1003,2045,402,2,499.42,766,Debit
162,5/4/2025,1004,2022,403,0,671.18,776,Debit
163,5/4/2025,1032,2094,404,0,493.35,660,Debit
164,5/4/2025,1190,2008,404,3,266.36,690,Credit
165,5/4/2025,1199,2046,401,3,167.15,113,Credit
166,5/4/2025,1128,2028,401,2,2041.41,193,Cash
167,5/4/2025,1117,2082,401,0,799.8,435,Debit
168,5/4/2025,1122,2051,404,0,234.64,88,Cash
169,5/4/2025,1125,2091,404,0,1811.58,625,Credit
170,5/4/2025,1020,2041,402,0,0,757,Cash
171,5/4/2025,1032,2035,403,3,4499.95,794,Credit
172,5/4/2025,1152,2067,403,3,872.85,255,Debit
173,5/4/2025,1129,2077,404,0,2809.15,218,Debit
174,5/4/2025,1179,2014,402,3,738.9,543,Debit
175,5/4/2025,1115,2029,404,2,0,910,Debit
176,5/4/2025,1116,2051,404,0,351.96,417,Cash
177,5/4/2025,1080,2054,403,2,3602.04,390,Credit
178,5/4/2025,1095,2019,404,0,933.93,851,Check
179,5/4/2025,1023,2010,401,3,0,951,Cash
180,5/4/2025,1024,2095,403,1,3533.69,702,Debit
181,5/4/2025,1142,2007,403,0,583.39,607,Cash
182,5/4/2025,1105,2045,404,0,624.28,230,Cash
183,5/4/2025,1073,2076,403,2,1934.57,653,Debit
184,5/4/2025,1026,2073,402,1,1797.95,779,Check
185,5/4/2025,1168,2061,402,0,599.76,237,Debit
186,5/4/2025,1089,2071,403,0,0,339,Credit
187,5/4/2025,1195,2035,402,3,0,621,Debit
188,5/4/2025,1143,2098,401,2,2178.86,782,Credit
189,5/4/2025,1007,2023,403,2,751.63,903,Check
190,5/4/2025,1086,2044,401,1,373.64,204,Debit
191,5/4/2025,1036,2072,404,0,1260.9,663,Debit
192,5/4/2025,1036,2094,401,0,2466.75,77,Credit
193,5/4/2025,1191,2067,402,3,872.85,907,Check
194,5/4/2025,1107,2058,403,1,1800.22,608,Check
195,5/4/2025,1094,2039,403,0,1952.88,949,Debit
196,5/4/2025,1013,2019,402,0,0,36,Check
197,5/4/2025,1172,2010,403,3,0,102,Check
198,5/4/2025,1169,2054,404,3,900.51,591,Credit
199,5/4/2025,1106,2034,402,0,136.17,741,Cash
200,5/4/2025,1088,2055,401,2,129.46,263,Debit
201,5/4/2025,1173,2086,404,2,715.28,616,Check
202,5/4/2025,1011,2028,404,0,0,345,Cash
203,5/4/2025,1001,2026,403,1,190.4,507,Credit
204,5/4/2025,1196,2017,403,2,370.96,386,Credit
205,5/4/2025,1083,2015,401,3,0,253,Check
206,5/4/2025,1191,2055,402,1,48.55,996,Check
207,5/4/2025,1097,2068,402,2,1312.38,654,Credit
208,5/4/2025,1018,2050,401,3,0,12,Cash
209,5/4/2025,1004,2058,401,2,1066.8,554,Debit
210,5/4/2025,1147,2054,404,3,2701.53,995,Credit
211,5/4/2025,1074,2014,404,0,738.9,696,Credit
212,5/4/2025,1083,2021,404,2,668.33,244,Check
213,5/4/2025,1022,2055,401,1,97.09,965,Debit
214,5/4/2025,1111,2075,404,0,1561.28,966,Debit
215,5/4/2025,1101,2039,403,1,2636.39,638,Cash
216,5/4/2025,1085,2099,402,0,646.32,406,Check
217,5/4/2025,1130,2081,401,1,1343.2,469,Credit
218,5/4/2025,1198,2044,403,1,186.82,350,Credit
219,5/4/2025,1060,2013,402,2,0,15,Debit
220,5/4/2025,1050,2022,402,0,671.18,423,Credit
221,5/4/2025,1045,2098,404,3,907.86,530,Credit
222,5/4/2025,1193,2072,404,2,1681.2,262,Cash
223,5/4/2025,1160,2040,402,3,138.16,203,Debit
224,5/4/2025,1017,2060,404,2,0,631,Check
225,5/4/2025,1070,2075,401,2,624.51,437,Debit
226,5/4/2025,1129,2009,403,3,198.93,200,Debit
227,5/4/2025,1115,2004,401,2,2225.4,240,Credit
228,5/4/2025,1073,2009,401,3,66.31,782,Check
229,5/4/2025,1118,2074,401,3,659.5,494,Credit
230,5/4/2025,1146,2083,402,2,614.53,849,Cash
231,5/4/2025,1154,2060,402,0,408.38,859,Cash
232,5/4/2025,1115,2013,403,0,2806.08,272,Cash
233,5/4/2025,1129,2082,402,0,1066.4,352,Cash
234,5/4/2025,1063,2090,404,3,71.64,10,Debit
235,5/4/2025,1134,2066,402,2,1238.54,818,Cash
236,5/4/2025,1095,2036,404,3,653.94,640,Debit
237,5/4/2025,1198,2043,401,2,1397.52,584,Check
238,5/4/2025,1016,2042,401,3,0,651,Credit
239,5/4/2025,1072,2032,402,2,1512.96,833,Check
240,5/4/2025,1020,2074,402,2,527.6,764,Credit
241,5/4/2025,1079,2083,404,1,691.34,812,Debit
242,5/4/2025,1152,2090,401,2,57.31,1000,Check
243,5/4/2025,1143,2048,403,1,0,811,Check
244,5/4/2025,1171,2089,401,3,1654.08,610,Check
245,5/4/2025,1130,2046,401,2,106.98,846,Debit
246,5/4/2025,1079,2023,402,2,3006.53,256,Debit
247,5/4/2025,1196,2062,402,1,1114.85,788,Debit
248,5/4/2025,1035,2019,401,2,0,387,Debit
249,5/4/2025,1025,2064,401,2,705.7,346,Cash
250,5/4/2025,1196,2079,402,3,2851.62,309,Credit
251,5/4/2025,1039,2020,402,1,338.25,914,Cash
252,5/4/2025,1184,2056,401,3,1574.16,276,Check
253,5/4/2025,1093,2086,402,3,3576.4,40,Debit
254,5/4/2025,1156,2036,404,1,392.36,931,Cash
255,5/4/2025,1136,2030,403,3,509.91,410,Credit
256,5/4/2025,1049,2047,404,3,1674.9,472,Debit
257,5/4/2025,1196,2036,404,3,0,284,Credit
258,5/4/2025,1041,2025,402,2,671.09,727,Cash
259,5/4/2025,1013,2082,404,2,1066.4,837,Credit
260,5/4/2025,1141,2013,401,2,748.29,200,Credit
261,5/4/2025,1021,2097,402,2,673.68,55,Cash
262,5/4/2025,1115,2065,402,3,1881.36,182,Debit
263,5/4/2025,1023,2028,404,2,510.35,539,Debit
264,5/4/2025,1006,2053,401,3,610.15,575,Cash
265,5/4/2025,1128,2047,402,3,1004.94,742,Check
266,5/4/2025,1020,2047,402,0,669.96,572,Cash
267,5/4/2025,1081,2012,403,1,1682.61,504,Credit
268,5/4/2025,1035,2004,403,3,927.25,228,Check
269,5/4/2025,1178,2017,404,3,1854.8,137,Debit
270,5/4/2025,1157,2000,401,0,1938.62,612,Check
271,5/4/2025,1065,2027,402,3,775.83,273,Debit
272,5/4/2025,1028,2099,403,1,3490.13,646,Check
273,5/4/2025,1077,2015,401,1,1822.42,288,Check
274,5/4/2025,1107,2081,404,0,2238.66,383,Check
275,5/4/2025,1028,2063,401,1,994.43,85,Credit
276,5/4/2025,1183,2018,403,3,2711.3,935,Credit
277,5/4/2025,1000,2078,403,1,0,585,Cash
278,5/4/2025,1146,2053,402,0,1220.3,467,Check
279,5/4/2025,1134,2046,401,0,33.43,372,Cash
280,5/4/2025,1099,2060,401,3,1633.52,757,Credit
281,5/4/2025,1095,2032,401,2,1512.96,788,Cash
282,5/4/2025,1017,2044,402,0,207.58,886,Credit
283,5/4/2025,1197,2074,403,1,593.55,282,Debit
284,5/4/2025,1011,2045,403,1,842.78,812,Credit
285,5/4/2025,1199,2087,404,3,159.32,844,Credit
286,5/4/2025,1161,2023,402,0,939.54,305,Credit
287,5/4/2025,1183,2099,404,0,1292.64,463,Cash
288,5/4/2025,1075,2025,401,1,0,185,Cash
289,5/4/2025,1010,2040,403,3,138.16,687,Credit
290,5/4/2025,1139,2060,403,0,1225.14,845,Check
291,5/4/2025,1192,2082,402,2,213.28,732,Check
292,5/4/2025,1091,2099,401,2,1034.11,632,Check
293,5/4/2025,1069,2015,403,3,2699.88,949,Debit
294,5/4/2025,1102,2095,404,3,1472.37,973,Cash
295,5/4/2025,1086,2023,404,3,3758.16,727,Credit
296,5/4/2025,1094,2066,403,0,1032.12,239,Cash
297,5/4/2025,1186,2054,401,3,0,248,Debit
298,5/4/2025,1154,2023,403,2,751.63,843,Credit
299,5/4/2025,1026,2010,403,2,62.27,549,Cash
300,5/4/2025,1078,2057,404,1,393.28,78,Debit
301,5/4/2025,1176,2056,403,3,524.72,774,Check
302,5/4/2025,1010,2093,403,3,0,243,Cash
303,5/4/2025,1070,2081,401,0,1492.44,314,Debit
304,5/4/2025,1171,2081,404,2,596.98,718,Cash
305,5/4/2025,1131,2095,402,0,1472.37,225,Check
306,5/4/2025,1036,2077,404,0,1123.66,665,Cash
307,5/4/2025,1032,2008,402,2,106.54,892,Check
308,5/4/2025,1092,2049,401,1,0,441,Check
309,5/4/2025,1173,2057,403,2,349.58,562,Credit
310,5/4/2025,1113,2097,401,1,757.89,343,Credit
311,5/4/2025,1135,2046,404,2,80.23,108,Debit
312,5/4/2025,1166,2035,402,0,899.99,902,Check
313,5/4/2025,1006,2094,402,3,1480.05,399,Check
314,5/4/2025,1132,2049,401,2,1503.74,654,Cash
315,5/4/2025,1198,2033,404,1,2257.88,169,Cash
316,5/4/2025,1156,2036,404,1,784.73,986,Debit
317,5/4/2025,1031,2017,401,3,0,292,Credit
318,5/4/2025,1044,2091,404,0,1811.58,647,Credit
319,5/4/2025,1174,2040,403,0,34.54,429,Check
320,5/4/2025,1140,2069,403,2,557.74,820,Credit
321,5/4/2025,1040,2091,402,2,724.63,682,Cash
322,5/4/2025,1130,2028,401,1,574.15,750,Credit
323,5/4/2025,1035,2030,404,0,339.94,779,Cash
324,5/4/2025,1092,2070,403,3,102.54,251,Check
325,5/4/2025,1141,2016,401,0,0,34,Credit
326,5/4/2025,1079,2050,404,3,186.78,163,Cash
327,5/4/2025,1196,2052,401,1,2632.54,4,Debit
328,5/4/2025,1081,2082,401,3,1066.4,565,Debit
329,5/4/2025,1119,2087,403,1,0,819,Check
330,5/4/2025,1199,2070,402,1,30.76,333,Check
331,5/4/2025,1110,2064,401,0,0,581,Debit
332,5/4/2025,1132,2019,403,1,1681.07,974,Check
333,5/4/2025,1041,2041,402,2,643.37,879,Check
334,5/4/2025,1132,2036,401,2,348.77,534,Debit
335,5/4/2025,1050,2081,403,1,2686.39,294,Credit
336,5/4/2025,1160,2038,401,1,0,89,Check
337,5/4/2025,1151,2074,402,1,1187.1,929,Cash
338,5/4/2025,1168,2079,403,0,1901.08,780,Debit
339,5/4/2025,1007,2010,401,2,62.27,819,Cash
340,5/4/2025,1166,2026,404,0,0,33,Debit
341,5/4/2025,1127,2080,403,2,1997.42,766,Cash
342,5/4/2025,1123,2031,404,2,1356.72,199,Cash
343,5/4/2025,1116,2009,401,1,119.36,58,Check
344,5/4/2025,1112,2053,404,3,0,833,Cash
345,5/4/2025,1052,2043,402,2,698.76,579,Cash
346,5/4/2025,1183,2040,403,3,103.62,226,Check
347,5/4/2025,1033,2097,403,0,4210.5,110,Credit
348,5/4/2025,1081,2030,404,0,339.94,55,Credit
349,5/4/2025,1068,2057,402,1,1179.85,904,Credit
350,5/4/2025,1024,2006,403,3,594,975,Debit
351,5/4/2025,1157,2053,402,1,1098.27,466,Check
352,5/4/2025,1083,2073,403,1,2247.44,433,Check
353,5/4/2025,1195,2020,404,3,1879.15,986,Debit
354,5/4/2025,1127,2039,404,0,1952.88,504,Cash
355,5/4/2025,1023,2050,404,1,0,310,Cash
356,5/4/2025,1055,2074,403,0,1978.5,963,Credit
357,5/4/2025,1012,2036,404,3,653.94,226,Credit
358,5/4/2025,1073,2068,401,0,2460.72,965,Credit
359,5/4/2025,1110,2017,403,2,370.96,908,Cash
360,5/4/2025,1195,2051,403,0,117.32,617,Cash
361,5/4/2025,1102,2006,402,2,792,379,Debit
362,5/4/2025,1141,2036,401,3,871.92,869,Debit
363,5/4/2025,1129,2057,403,0,1747.92,514,Credit
364,5/4/2025,1032,2012,404,2,997.1,601,Cash
365,5/4/2025,1086,2071,403,1,553.64,700,Debit
366,5/4/2025,1050,2077,404,0,561.83,848,Cash
367,5/4/2025,1011,2004,402,2,0,663,Check
368,5/4/2025,1121,2066,404,1,0,589,Credit
369,5/4/2025,1155,2065,402,2,1128.82,443,Cash
370,5/4/2025,1156,2040,402,3,138.16,152,Check
371,5/4/2025,1157,2094,403,2,1578.72,377,Check
372,5/4/2025,1129,2065,404,2,752.54,190,Credit
373,5/4/2025,1121,2002,403,2,2771.2,624,Debit
374,5/4/2025,1172,2014,404,2,197.04,595,Credit
375,5/4/2025,1185,2088,401,3,2128.05,213,Cash
376,5/4/2025,1067,2083,402,0,0,886,Credit
377,5/4/2025,1149,2061,402,3,1199.52,72,Check
378,5/4/2025,1037,2087,402,0,318.64,413,Check
379,5/4/2025,1146,2089,401,1,744.34,874,Cash
380,5/4/2025,1004,2056,403,3,2098.88,855,Credit
381,5/4/2025,1038,2052,402,3,2193.78,638,Credit
382,5/4/2025,1128,2099,404,0,3877.92,298,Check
383,5/4/2025,1180,2017,402,2,741.92,77,Cash
384,5/4/2025,1169,2061,404,2,319.87,161,Credit
385,5/4/2025,1044,2058,403,2,1066.8,997,Credit
386,5/4/2025,1173,2098,403,3,3631.44,242,Cash
387,5/4/2025,1049,2031,403,2,1356.72,640,Check
388,5/4/2025,1057,2038,403,1,2501.58,921,Debit
389,5/4/2025,1176,2090,404,2,343.87,875,Cash
390,5/4/2025,1122,2044,403,2,166.06,752,Debit
391,5/4/2025,1031,2073,404,3,1498.29,216,Check
392,5/4/2025,1088,2098,402,2,726.29,995,Credit
393,5/4/2025,1010,2036,401,2,348.77,241,Debit
394,5/4/2025,1113,2083,403,3,3072.64,373,Check
395,5/4/2025,1054,2025,403,2,671.09,425,Debit
396,5/4/2025,1035,2013,402,1,1683.65,177,Debit
397,5/4/2025,1012,2085,402,1,217.94,289,Cash
398,5/4/2025,1013,2012,404,2,1994.21,994,Debit
399,5/4/2025,1183,2060,401,1,367.54,695,Credit
400,5/4/2025,1001,2070,402,3,102.54,695,Cash
401,5/4/2025,1167,2060,404,1,735.08,9,Check
402,5/4/2025,1193,2036,403,2,348.77,83,Credit
403,5/4/2025,1165,2007,401,1,0,243,Credit
404,5/4/2025,1136,2094,401,1,1776.06,35,Debit
405,5/4/2025,1106,2022,401,3,671.18,803,Credit
406,5/4/2025,1126,2023,403,0,0,732,Credit
407,5/4/2025,1002,2038,401,2,1482.42,492,Debit
408,5/4/2025,1072,2058,404,1,1200.15,129,Debit
409,5/4/2025,1129,2059,403,1,1382.54,355,Cash
410,5/4/2025,1028,2042,402,3,502.83,982,Credit
411,5/4/2025,1165,2032,402,0,0,319,Debit
412,5/4/2025,1188,2043,403,1,1572.21,454,Debit
413,5/4/2025,1044,2078,404,3,426.03,446,Cash
414,5/4/2025,1131,2041,401,3,3216.84,866,Cash
415,5/4/2025,1171,2012,402,1,1121.74,263,Credit
416,5/4/2025,1122,2041,402,0,1608.42,282,Debit
417,5/4/2025,1066,2049,402,3,0,539,Debit
418,5/4/2025,1192,2034,403,2,326.81,406,Cash
419,5/4/2025,1149,2092,401,2,1157.3,447,Cash
420,5/4/2025,1167,2046,402,0,133.72,753,Debit
421,5/4/2025,1170,2015,404,2,0,236,Credit
422,5/4/2025,1040,2051,403,0,469.28,727,Debit
423,5/4/2025,1163,2037,403,1,0,792,Debit
424,5/4/2025,1056,2017,404,1,834.66,310,Debit
425,5/4/2025,1116,2095,403,3,490.79,441,Cash
426,5/4/2025,1179,2070,404,1,61.52,185,Credit
427,5/4/2025,1195,2031,401,3,1695.9,595,Check
428,5/4/2025,1135,2090,403,0,0,563,Debit
429,5/4/2025,1144,2014,401,1,443.34,106,Credit
430,5/4/2025,1146,2068,402,1,2952.86,86,Check
431,5/4/2025,1083,2066,404,0,516.06,218,Check
432,5/4/2025,1174,2026,404,0,423.12,49,Credit
433,5/4/2025,1130,2057,401,3,1747.92,709,Credit
434,5/4/2025,1033,2065,404,3,0,265,Debit
435,5/4/2025,1144,2007,404,2,933.42,950,Debit
436,5/4/2025,1185,2002,404,2,692.8,952,Check
437,5/4/2025,1000,2095,402,0,0,657,Cash
438,5/4/2025,1011,2054,403,0,900.51,347,Cash
439,5/4/2025,1138,2007,401,3,2333.56,688,Debit
440,5/4/2025,1008,2036,404,1,196.18,15,Credit
441,5/4/2025,1196,2017,404,2,741.92,185,Debit
442,5/4/2025,1097,2057,404,3,436.98,236,Cash
443,5/4/2025,1020,2087,402,2,637.28,507,Cash
444,5/4/2025,1030,2022,404,1,604.06,935,Cash
445,5/4/2025,1186,2028,401,0,2551.76,32,Credit
446,5/4/2025,1076,2059,404,3,1536.15,741,Credit
447,5/4/2025,1058,2031,404,2,0,443,Check
448,5/4/2025,1039,2035,402,0,899.99,498,Check
449,5/4/2025,1008,2084,404,0,845.55,299,Cash
450,5/4/2025,1061,2026,401,0,423.12,534,Cash
451,5/4/2025,1152,2004,404,0,2781.75,754,Cash
452,5/4/2025,1062,2094,401,3,1973.4,516,Credit
453,5/4/2025,1112,2029,402,0,13.51,499,Debit
454,5/4/2025,1035,2064,403,1,0,292,Check
455,5/4/2025,1187,2073,403,2,399.54,605,Check
456,5/4/2025,1060,2038,402,1,3335.44,731,Check
457,5/4/2025,1105,2038,403,0,1853.02,88,Check
458,5/4/2025,1142,2075,402,3,3903.2,51,Check
459,5/4/2025,1142,2063,401,2,1325.9,565,Credit
460,5/4/2025,1164,2085,404,2,387.44,35,Credit
461,5/4/2025,1178,2053,404,1,1647.4,482,Credit
462,5/4/2025,1076,2048,402,3,1072.89,947,Cash
463,5/4/2025,1061,2028,403,1,1148.29,598,Check
464,5/4/2025,1118,2007,404,3,1750.17,227,Cash
465,5/4/2025,1142,2067,402,3,1163.8,248,Credit
466,5/4/2025,1062,2032,402,2,756.48,372,Check
467,5/4/2025,1165,2010,404,2,124.54,120,Cash
468,5/4/2025,1023,2068,402,0,2460.72,791,Credit
469,5/4/2025,1068,2048,401,0,715.26,157,Debit
470,5/4/2025,1048,2097,402,3,0,184,Cash
471,5/4/2025,1053,2042,403,0,167.61,60,Debit
472,5/4/2025,1054,2024,401,3,372.81,111,Debit
473,5/4/2025,1062,2089,402,3,1240.56,899,Cash
474,5/4/2025,1061,2070,403,2,27.34,122,Cash
475,5/4/2025,1097,2059,403,2,0,940,Cash
476,5/4/2025,1066,2046,404,3,200.58,811,Check
477,5/4/2025,1025,2092,404,2,771.54,589,Debit
478,5/4/2025,1052,2047,403,3,334.98,865,Debit
479,5/4/2025,1011,2072,402,1,756.54,676,Cash
480,5/4/2025,1004,2033,404,2,0,427,Credit
481,5/4/2025,1039,2025,403,1,503.32,583,Debit
482,5/4/2025,1097,2072,402,3,420.3,505,Check
